dt_int,observed,estimate,upper,lower
2019-12-30,1,1,1,1
2019-12-31,1,1,1,1
2020-01-02,1,1,1,1
2020-01-03,1,1,1,1
2020-01-04,1,1,1,1
2020-01-05,2,2,2,2
2020-01-07,3,3,3,3
2020-01-08,2,2,2,2
2020-01-10,3,3,3,3
2020-01-11,3,3,3,3
2020-01-13,2,2,2,2
2020-01-14,2,2,2,2
2020-01-16,1,1,1,1
2020-01-20,2,2,2,2
2020-01-21,2,2,2,2
2020-01-23,3,3,3,3
2020-01-24,2,2,2,2
2020-01-25,2,2,2,2
2020-01-26,1,1,1,1
2020-01-27,1,1,1,1
2020-01-28,2,2,2,2
2020-01-29,2,2,2,2
2020-01-30,3,3,3,3
2020-01-31,1,1,1,1
2020-02-03,2,2,2,2
2020-02-07,2,2,2,2
2020-02-08,1,1,1,1
2020-02-09,1,1,1,1
2020-02-11,2,2,2,2
2020-02-12,3,3,3,3
2020-02-13,2,2,2,2
2020-02-15,1,1,1,1
2020-02-17,2,2,2,2
2020-02-18,3,3,3,3
2020-02-19,2,2,2,2
2020-02-20,1,1,1,1
2020-02-21,2,2,2,2
2020-02-22,3,3,3,3
2020-02-23,5,5,5,5
2020-02-26,1,1,1,1
2020-02-27,11,11,11,11
2020-02-28,2,2,2,2
2020-02-29,5,5,5,5
2020-03-01,3,3,3,3
2020-03-02,2,2,2,2
2020-03-03,3,3,3,3
2020-03-04,4,4,4,4
2020-03-05,2,2,2,2
2020-03-06,4,4,4,4
2020-03-08,4,4,4,4
2020-03-09,6,6,6,6
2020-03-10,5,5,5,5
2020-03-11,2,2,2,2
2020-03-12,3,3,3,3
2020-03-13,8,8,8,8
2020-03-14,1,1,1,1
2020-03-15,9,9,9,9
2020-03-16,11,11,11,11
2020-03-17,11,11,11,11
2020-03-18,13,13,13,13
2020-03-19,18,18,18,18
2020-03-20,19,19,19,19
2020-03-21,10,10,10,10
2020-03-22,22,22,22,22
2020-03-23,24,24,24,24
2020-03-24,23,23,23,23
2020-03-25,24,24,24,24
2020-03-26,15,15,15,15
2020-03-27,23,23,23,23
2020-03-28,15,15,15,15
