dt_int,observed,estimate,upper,lower
2020-02-05,1,1,1,1
2020-02-28,1,1,1,1
2020-03-01,1,1,1,1
2020-03-03,2,2,2,2
2020-03-04,1,1,1,1
2020-03-07,6,6,6,6
2020-03-08,1,1,1,1
2020-03-09,2,2,2,2
2020-03-10,4,4,4,4
2020-03-11,8,8,8,8
2020-03-12,16,16,16,16
2020-03-13,16,16,16,16
2020-03-14,25,25,25,25
2020-03-15,36,36,36,36
2020-03-16,38,38,38,38
2020-03-17,69,69,69,69
2020-03-18,98,98,98,98
2020-03-19,114,114,114,114
2020-03-20,142,142,142,142
2020-03-21,135,135,135,135
2020-03-22,141,141,141,141
2020-03-23,185,185,185,185
2020-03-24,222,222,222,222
2020-03-25,256,256,256,256
2020-03-26,295,295,295,295
2020-03-27,300,300,300,300
2020-03-28,280,280,280,280
2020-03-29,250,250,250,250
2020-03-30,364,364,364,364
2020-03-31,300,300,300,300
2020-04-01,268,268,268,268
2020-04-02,305,305,305,305
2020-04-03,238,238,238,238
2020-04-04,230,230,230,230
2020-04-05,227,227,227,227
2020-04-06,296,296,296,296
2020-04-07,279,279,279,279
2020-04-08,266,266,266,266
2020-04-09,263,263,263,263
2020-04-10,212,212,212,212
2020-04-11,225,225,225,225
2020-04-12,225,225,225,225
2020-04-13,282,282,282,282
2020-04-14,272,272,272,272
2020-04-15,309,309,309,309
2020-04-16,286,286,286,286
2020-04-17,303,303,303,303
2020-04-18,278,278,278,278
2020-04-19,297,297,297,297
2020-04-20,376,376,376,376
2020-04-21,373,373,373,373
2020-04-22,487,487,487,487
2020-04-23,437,437,437,437
2020-04-24,459,459,459,459
2020-04-25,385,385,385,385
2020-04-26,383,383,383,383
2020-04-27,477,477,477,477
2020-04-28,449,449,449,449
2020-04-29,446,446,446,446
2020-04-30,490,490,490,490
2020-05-01,451,451,451,451
2020-05-02,420,420,420,420
2020-05-03,404,404,404,404
2020-05-04,447,447,447,447
2020-05-05,448,448,448,448
2020-05-06,468,468,468,468
2020-05-07,398,398,398,398
2020-05-08,395,395,395,395
2020-05-09,376,376,376,376
2020-05-10,394,394,394,394
2020-05-11,555,555,555,555
2020-05-12,512,512,512,512
2020-05-13,473,473,473,473
2020-05-14,506,506,506,506
2020-05-15,474,474,474,474
2020-05-16,433,433,433,433
2020-05-17,420,420,420,420
2020-05-18,531,531,531,531
2020-05-19,557,557,557,557
2020-05-20,501,501,501,501
2020-05-21,536,536,536,536
2020-05-22,517,517,517,517
2020-05-23,441,441,441,441
2020-05-24,395,395,395,395
2020-05-25,494,494,494,494
2020-05-26,481,481,481,481
2020-05-27,459,459,459,459
2020-05-28,405,405,405,405
2020-05-29,405,405,405,405
2020-05-30,341,341,341,341
2020-05-31,337,337,337,337
2020-06-01,426,426,426,426
2020-06-02,403,403,403,403
2020-06-03,369,369,369,369
2020-06-04,378,378,378,378
2020-06-05,392,392,392,392
2020-06-06,306,306,306,306
2020-06-07,307,307,307,307
2020-06-08,413,413,413,413
2020-06-09,345,345,346,345
2020-06-10,360,360,364,360
2020-06-11,320,321,331,320
2020-06-12,374,377,379,374
2020-06-13,283,287,295,283
2020-06-14,259,263,267,259
2020-06-15,301,302,320,301
2020-06-16,323,326,335,323
2020-06-17,334,336,355,334
2020-06-18,339,346,358,339
2020-06-19,289,295,315,289
2020-06-20,249,256,271,249
2020-06-21,208,216,242,208
2020-06-22,323,338,349,323
2020-06-23,282,293,316,282
2020-06-24,268,279,300,268
2020-06-25,247,262,281,247
2020-06-26,249,262,294,249
2020-06-27,187,204,221,188
2020-06-28,162,178,224,162
2020-06-29,244,268,302,247
2020-06-30,277,297,336,279
2020-07-01,248,271,311,252
2020-07-02,258,280,314,262
2020-07-03,199,219,262,211
2020-07-04,185,220,240,193
2020-07-05,204,246,279,210
2020-07-06,230,270,315,243
2020-07-07,197,244,294,211
2020-07-08,175,211,273,199
2020-07-09,167,221,274,194
2020-07-10,148,220,257,178
2020-07-11,136,204,262,160
2020-07-12,107,184,242,139
2020-07-13,127,208,261,175
2020-07-14,116,227,277,164
2020-07-15,78,188,243,118
2020-07-16,73,197,286,137
2020-07-17,22,155,245,84
2020-07-18,7,92,201,47
2020-07-19,1,97,209,39
2020-07-20,NA,86,146,47
2020-07-21,NA,74,138,47
2020-07-22,NA,63,125,34
