date,observed,estimate,upper,lower,type
2020-03-01,2,2,2,2,srag
2020-03-02,2,2,2,2,srag
2020-03-03,3,3,3,3,srag
2020-03-04,2,2,2,2,srag
2020-03-05,2,2,2,2,srag
2020-03-06,2,2,2,2,srag
2020-03-07,2,2,2,2,srag
2020-03-08,2,2,2,2,srag
2020-03-09,4,4,4,4,srag
2020-03-10,4,4,4,4,srag
2020-03-11,4,4,4,4,srag
2020-03-12,5,5,5,5,srag
2020-03-13,6,6,6,6,srag
2020-03-14,6,6,6,6,srag
2020-03-15,6,6,6,6,srag
2020-03-16,8,8,8,8,srag
2020-03-17,7,7,7,7,srag
2020-03-18,8,8,8,8,srag
2020-03-19,8,8,8,8,srag
2020-03-20,11,11,11,11,srag
2020-03-21,11,11,11,11,srag
2020-03-22,11,11,11,11,srag
2020-03-23,14,14,14,14,srag
2020-03-24,14,14,14,14,srag
2020-03-25,15,15,15,15,srag
2020-03-26,16,16,16,16,srag
2020-03-27,18,18,18,18,srag
2020-03-28,19,19,19,19,srag
2020-03-29,24,24,24,24,srag
2020-03-30,22,22,22,22,srag
2020-03-31,25,25,25,25,srag
2020-04-01,28,28,28,28,srag
2020-04-02,30,30,30,30,srag
2020-04-03,31,31,31,31,srag
2020-04-04,34,34,34,34,srag
2020-04-05,34,34,34,34,srag
2020-04-06,36,36,36,36,srag
2020-04-07,37,37,37,37,srag
2020-04-08,37,37,37,37,srag
2020-04-09,36,36,36,36,srag
2020-04-10,36,36,36,36,srag
2020-04-11,33,33,33,33,srag
2020-04-12,38,38,38,38,srag
2020-04-13,36,36,36,36,srag
2020-04-14,36,36,36,36,srag
2020-04-15,37,37,37,37,srag
2020-04-16,38,38,38,38,srag
2020-04-17,36,36,36,36,srag
2020-04-18,37,37,37,37,srag
2020-04-19,39,39,39,39,srag
2020-04-20,39,39,39,39,srag
2020-04-21,39,39,39,39,srag
2020-04-22,43,43,43,43,srag
2020-04-23,48,48,48,48,srag
2020-04-24,51,51,51,51,srag
2020-04-25,54,54,54,54,srag
2020-04-26,51,51,51,51,srag
2020-04-27,53,53,53,53,srag
2020-04-28,57,57,57,57,srag
2020-04-29,61,61,61,61,srag
2020-04-30,59,59,59,59,srag
2020-05-01,57,57,57,57,srag
2020-05-02,56,56,56,56,srag
2020-05-03,55,55,55,55,srag
2020-05-04,52,52,52,52,srag
2020-05-05,58,58,58,58,srag
2020-05-06,55,55,55,55,srag
2020-05-07,58,58,58,58,srag
2020-05-08,59,59,59,59,srag
2020-05-09,64,64,64,64,srag
2020-05-10,67,67,67,67,srag
2020-05-11,64,64,64,64,srag
2020-05-12,64,64,64,64,srag
2020-05-13,67,67,67,67,srag
2020-05-14,67,67,67,67,srag
2020-05-15,68,68,68,68,srag
2020-05-16,67,67,67,67,srag
2020-05-17,70,70,70,70,srag
2020-05-18,78,78,78,78,srag
2020-05-19,80,80,80,80,srag
2020-05-20,87,87,87,87,srag
2020-05-21,87,87,87,87,srag
2020-05-22,95,95,95,95,srag
2020-05-23,95,95,95,95,srag
2020-05-24,94,94,94,94,srag
2020-05-25,102,102,102,102,srag
2020-05-26,98,98,98,98,srag
2020-05-27,97,97,97,97,srag
2020-05-28,97,97,97,97,srag
2020-05-29,100,100,100,100,srag
2020-05-30,99,99,99,99,srag
2020-05-31,99,99,99,99,srag
2020-06-01,99,99,99,99,srag
2020-06-02,107,107,107,107,srag
2020-06-03,109,109,109,109,srag
2020-06-04,112,112,112,112,srag
2020-06-05,112,112,112,112,srag
2020-06-06,106,106,106,106,srag
2020-06-07,107,107,107,107,srag
2020-06-08,116,116,116,116,srag
2020-06-09,118,118,118,118,srag
