dt_int,observed,estimate,upper,lower
2020-01-08,1,1,1,1
2020-01-26,1,1,1,1
2020-02-03,1,1,1,1
2020-02-14,1,1,1,1
2020-02-18,1,1,1,1
2020-02-20,1,1,1,1
2020-02-21,1,1,1,1
2020-02-22,2,2,2,2
2020-02-23,1,1,1,1
2020-02-26,1,1,1,1
2020-02-27,1,1,1,1
2020-02-28,2,2,2,2
2020-03-01,1,1,1,1
2020-03-03,2,2,2,2
2020-03-06,2,2,2,2
2020-03-07,2,2,2,2
2020-03-09,1,1,1,1
2020-03-12,6,6,6,6
2020-03-14,3,3,3,3
2020-03-15,2,2,2,2
2020-03-16,7,7,7,7
2020-03-17,7,7,7,7
2020-03-18,6,6,6,6
2020-03-19,9,9,9,9
2020-03-20,10,10,10,10
2020-03-21,11,11,11,11
2020-03-22,18,18,18,18
2020-03-23,17,17,17,17
2020-03-24,23,23,23,23
2020-03-25,32,32,32,32
2020-03-26,28,28,28,28
2020-03-27,29,29,29,29
2020-03-28,28,28,28,28
2020-03-29,29,29,29,29
2020-03-30,38,38,38,38
2020-03-31,38,38,38,38
2020-04-01,36,36,36,36
2020-04-02,30,30,30,30
2020-04-03,42,42,42,42
2020-04-04,34,34,34,34
2020-04-05,31,31,31,31
2020-04-06,32,32,32,32
2020-04-07,38,38,38,38
2020-04-08,39,39,39,39
2020-04-09,37,37,37,37
2020-04-10,24,24,24,24
2020-04-11,36,36,36,36
2020-04-12,33,33,33,33
2020-04-13,43,43,43,43
2020-04-14,57,57,57,57
2020-04-15,42,42,42,42
2020-04-16,47,47,47,47
2020-04-17,35,35,35,35
2020-04-18,31,31,31,31
2020-04-19,30,30,30,30
2020-04-20,39,39,39,39
2020-04-21,50,50,50,50
2020-04-22,63,63,63,63
2020-04-23,50,50,50,50
2020-04-24,37,37,37,37
2020-04-25,50,50,50,50
2020-04-26,55,55,55,55
2020-04-27,72,72,72,72
2020-04-28,68,68,68,68
2020-04-29,57,57,57,57
2020-04-30,67,67,67,67
2020-05-01,71,71,71,71
2020-05-02,57,57,57,57
2020-05-03,46,46,46,46
2020-05-04,62,62,62,62
2020-05-05,73,73,73,73
2020-05-06,68,68,68,68
2020-05-07,52,52,52,52
2020-05-08,69,69,69,69
2020-05-09,72,72,72,72
2020-05-10,68,68,68,68
2020-05-11,69,69,69,69
2020-05-12,76,76,76,76
2020-05-13,82,82,82,82
2020-05-14,76,76,76,76
2020-05-15,71,71,71,71
2020-05-16,84,84,84,84
2020-05-17,55,55,55,55
2020-05-18,74,74,74,74
2020-05-19,69,69,69,69
2020-05-20,68,68,68,68
2020-05-21,94,94,94,94
2020-05-22,79,79,79,79
2020-05-23,68,68,68,68
2020-05-24,65,65,65,65
2020-05-25,61,61,61,61
2020-05-26,94,94,94,94
2020-05-27,67,67,67,67
2020-05-28,80,80,80,80
2020-05-29,72,72,72,72
2020-05-30,77,77,77,77
2020-05-31,60,60,60,60
2020-06-01,57,57,57,57
2020-06-02,83,83,83,83
2020-06-03,59,59,59,59
2020-06-04,69,69,69,69
2020-06-05,59,59,59,59
2020-06-06,56,56,56,56
2020-06-07,60,60,60,60
2020-06-08,79,79,79,79
2020-06-09,84,84,84,84
2020-06-10,63,63,63,63
2020-06-11,94,94,94,94
2020-06-12,73,73,73,73
2020-06-13,68,68,68,68
2020-06-14,52,52,52,52
2020-06-15,67,67,67,67
2020-06-16,56,56,56,56
2020-06-17,45,45,45,45
2020-06-18,70,70,70,70
2020-06-19,72,72,72,72
2020-06-20,58,58,58,58
2020-06-21,39,39,39,39
2020-06-22,68,68,68,68
2020-06-23,52,52,52,52
2020-06-24,44,44,44,44
2020-06-25,37,37,37,37
2020-06-26,58,58,58,58
2020-06-27,30,30,30,30
2020-06-28,31,31,31,31
2020-06-29,38,38,38,38
2020-06-30,48,48,48,48
2020-07-01,34,34,34,34
2020-07-02,35,35,35,35
2020-07-03,34,34,34,34
2020-07-04,25,25,25,25
2020-07-05,39,39,40,39
2020-07-06,34,34,37,34
2020-07-07,29,29,32,29
2020-07-08,57,57,63,57
2020-07-09,35,35,38,35
2020-07-10,42,42,48,42
2020-07-11,26,26,34,26
2020-07-12,34,34,43,34
2020-07-13,55,55,65,55
2020-07-14,30,30,41,30
2020-07-15,45,45,60,45
2020-07-16,42,43,63,42
2020-07-17,34,36,52,34
2020-07-18,30,32,53,30
2020-07-19,26,26,47,26
2020-07-20,35,37,55,35
2020-07-21,28,34,47,28
2020-07-22,24,31,39,24
2020-07-23,30,36,54,30
2020-07-24,17,19,52,17
2020-07-25,22,34,58,22
2020-07-26,16,23,41,16
2020-07-27,16,21,54,16
2020-07-28,28,38,61,28
2020-07-29,16,28,46,16
2020-07-30,20,29,59,20
2020-07-31,20,37,55,21
2020-08-01,18,34,52,18
2020-08-02,26,41,65,28
2020-08-03,12,33,62,12
2020-08-04,17,36,62,20
2020-08-05,26,45,77,26
2020-08-06,15,32,77,17
2020-08-07,9,23,75,13
2020-08-08,2,28,57,4
2020-08-09,6,32,74,8
2020-08-10,6,30,74,9
2020-08-11,11,24,83,14
2020-08-12,9,30,63,13
2020-08-13,3,30,59,6
2020-08-14,NA,23,46,NA
2020-08-15,NA,12,42,4
