date,observed,estimate,upper,lower,type
2020-03-01,12,12,12,12,srag
2020-03-02,12,12,12,12,srag
2020-03-03,14,14,14,14,srag
2020-03-04,14,14,14,14,srag
2020-03-05,14,14,14,14,srag
2020-03-06,16,16,16,16,srag
2020-03-07,18,18,18,18,srag
2020-03-08,18,18,18,18,srag
2020-03-09,18,18,18,18,srag
2020-03-10,18,18,18,18,srag
2020-03-11,18,18,18,18,srag
2020-03-12,22,22,22,22,srag
2020-03-13,21,21,21,21,srag
2020-03-14,21,21,21,21,srag
2020-03-15,23,23,23,23,srag
2020-03-16,29,29,29,29,srag
2020-03-17,34,34,34,34,srag
2020-03-18,40,40,40,40,srag
2020-03-19,46,46,46,46,srag
2020-03-20,53,53,53,53,srag
2020-03-21,62,62,62,62,srag
2020-03-22,76,76,76,76,srag
2020-03-23,90,90,90,90,srag
2020-03-24,102,102,102,102,srag
2020-03-25,128,128,128,128,srag
2020-03-26,143,143,143,143,srag
2020-03-27,159,159,159,159,srag
2020-03-28,174,174,174,174,srag
2020-03-29,187,187,187,187,srag
2020-03-30,218,218,218,218,srag
2020-03-31,240,240,240,240,srag
2020-04-01,260,260,260,260,srag
2020-04-02,261,261,261,261,srag
2020-04-03,285,285,285,285,srag
2020-04-04,296,296,296,296,srag
2020-04-05,304,304,304,304,srag
2020-04-06,312,312,312,312,srag
2020-04-07,331,331,331,331,srag
2020-04-08,350,350,350,350,srag
2020-04-09,365,365,365,365,srag
2020-04-10,363,363,363,363,srag
2020-04-11,358,358,358,358,srag
2020-04-12,365,365,365,365,srag
2020-04-13,380,380,380,380,srag
2020-04-14,413,413,413,413,srag
2020-04-15,430,430,430,430,srag
2020-04-16,446,446,446,446,srag
2020-04-17,444,444,444,444,srag
2020-04-18,441,441,441,441,srag
2020-04-19,442,442,442,442,srag
2020-04-20,451,451,451,451,srag
2020-04-21,465,465,465,465,srag
2020-04-22,500,500,500,500,srag
2020-04-23,521,521,521,521,srag
2020-04-24,512,512,512,512,srag
2020-04-25,516,516,516,516,srag
2020-04-26,532,532,532,532,srag
2020-04-27,586,586,586,586,srag
2020-04-28,608,608,608,608,srag
2020-04-29,625,625,625,625,srag
2020-04-30,639,639,639,639,srag
2020-05-01,675,675,675,675,srag
2020-05-02,683,683,683,683,srag
2020-05-03,679,679,679,679,srag
2020-05-04,713,713,713,713,srag
2020-05-05,749,749,749,749,srag
2020-05-06,754,754,754,754,srag
2020-05-07,754,754,754,754,srag
2020-05-08,779,779,779,779,srag
2020-05-09,801,801,801,801,srag
2020-05-10,840,840,840,840,srag
2020-05-11,861,861,861,861,srag
2020-05-12,890,890,890,890,srag
2020-05-13,917,917,917,917,srag
2020-05-14,937,937,937,937,srag
2020-05-15,931,931,931,931,srag
2020-05-16,950,950,950,950,srag
2020-05-17,963,963,963,963,srag
2020-05-18,997,997,997,997,srag
2020-05-19,1006,1006,1006,1006,srag
2020-05-20,1027,1027,1027,1027,srag
