dt_int,observed,estimate,upper,lower
2020-01-06,2,2,2,2
2020-01-14,2,2,2,2
2020-01-18,1,1,1,1
2020-02-05,2,2,2,2
2020-02-09,1,1,1,1
2020-02-12,1,1,1,1
2020-02-15,1,1,1,1
2020-02-17,2,2,2,2
2020-02-19,1,1,1,1
2020-02-20,4,4,4,4
2020-02-21,2,2,2,2
2020-02-24,1,1,1,1
2020-02-25,2,2,2,2
2020-02-27,1,1,1,1
2020-03-03,1,1,1,1
2020-03-06,2,2,2,2
2020-03-09,2,2,2,2
2020-03-10,2,2,2,2
2020-03-11,2,2,2,2
2020-03-12,5,5,5,5
2020-03-13,2,2,2,2
2020-03-14,3,3,3,3
2020-03-15,4,4,4,4
2020-03-16,5,5,5,5
2020-03-17,4,4,4,4
2020-03-18,8,8,8,8
2020-03-19,4,4,4,4
2020-03-20,4,4,4,4
2020-03-21,2,2,2,2
2020-03-22,4,4,4,4
2020-03-23,5,5,5,5
2020-03-24,6,6,6,6
2020-03-25,4,4,4,4
2020-03-26,2,2,2,2
2020-03-27,1,1,1,1
2020-03-28,3,3,3,3
2020-03-29,2,2,2,2
2020-03-30,2,2,2,2
2020-03-31,3,3,3,3
2020-04-01,1,1,1,1
2020-04-02,1,1,1,1
2020-04-03,5,5,5,5
2020-04-05,3,3,3,3
2020-04-06,6,6,6,6
2020-04-07,3,3,3,3
2020-04-08,2,2,2,2
2020-04-09,3,3,3,3
2020-04-10,2,2,2,2
2020-04-11,5,5,5,5
2020-04-13,1,1,1,1
2020-04-14,1,1,1,1
2020-04-15,5,5,5,5
2020-04-16,1,1,1,1
2020-04-19,2,2,2,2
2020-04-20,1,1,1,1
2020-04-21,4,4,4,4
2020-04-22,4,4,4,4
2020-04-23,2,2,2,2
2020-04-24,2,2,2,2
2020-04-26,3,3,3,3
2020-04-27,8,8,8,8
2020-04-28,4,4,4,4
2020-04-29,3,3,3,3
2020-04-30,4,4,4,4
2020-05-01,3,3,3,3
2020-05-02,2,2,2,2
2020-05-03,1,1,1,1
2020-05-04,3,3,3,3
2020-05-05,2,2,2,2
2020-05-06,2,2,2,2
2020-05-07,4,4,4,4
2020-05-08,6,6,6,6
2020-05-09,3,3,3,3
2020-05-10,4,4,4,4
2020-05-11,5,5,5,5
2020-05-12,7,7,7,7
2020-05-13,3,3,3,3
2020-05-14,1,1,1,1
2020-05-15,2,2,2,2
2020-05-16,2,2,2,2
2020-05-17,2,2,2,2
2020-05-18,1,1,1,1
2020-05-19,4,4,4,4
2020-05-20,1,1,1,1
2020-05-21,2,2,2,2
2020-05-22,3,3,3,3
2020-05-23,6,6,6,6
2020-05-24,5,5,5,5
2020-05-25,2,2,2,2
2020-05-26,3,3,3,3
2020-05-27,5,5,5,5
2020-05-29,2,2,2,2
2020-05-30,3,3,3,3
2020-05-31,2,2,2,2
2020-06-01,3,3,3,3
2020-06-02,2,2,2,2
2020-06-03,5,5,5,5
2020-06-04,8,8,8,8
2020-06-05,7,7,7,7
2020-06-06,5,5,5,5
2020-06-07,3,3,3,3
2020-06-08,3,3,3,3
2020-06-09,4,4,4,4
2020-06-10,5,5,5,5
2020-06-11,2,2,2,2
2020-06-12,5,5,5,5
2020-06-13,4,4,4,4
2020-06-14,4,4,4,4
2020-06-15,4,4,4,4
2020-06-16,4,4,4,4
2020-06-17,3,3,3,3
2020-06-18,4,4,4,4
2020-06-19,7,7,7,7
2020-06-20,4,4,4,4
2020-06-21,2,2,2,2
2020-06-22,10,10,10,10
2020-06-23,7,7,7,7
2020-06-24,10,10,10,10
2020-06-25,5,5,5,5
2020-06-26,7,7,7,7
2020-06-27,7,7,7,7
2020-06-28,3,3,3,3
2020-06-29,6,6,6,6
2020-06-30,10,10,10,10
2020-07-01,8,8,8,8
2020-07-02,5,5,5,5
2020-07-03,4,4,4,4
2020-07-04,7,7,7,7
2020-07-05,6,6,6,6
2020-07-06,13,13,13,13
2020-07-07,10,10,10,10
2020-07-08,7,7,7,7
2020-07-09,9,9,9,9
2020-07-10,6,6,6,6
2020-07-11,6,6,6,6
2020-07-12,10,10,10,10
2020-07-13,14,14,14,14
2020-07-14,6,6,10,6
2020-07-15,8,8,9,8
2020-07-16,12,12,13,12
2020-07-17,10,10,12,10
2020-07-18,13,13,15,13
2020-07-19,7,7,11,7
2020-07-20,7,7,13,7
2020-07-21,20,20,24,20
2020-07-22,9,9,11,9
2020-07-23,7,7,12,7
2020-07-24,8,8,10,8
2020-07-25,7,7,11,7
2020-07-26,7,7,15,7
2020-07-27,15,15,21,15
2020-07-28,9,9,14,9
2020-07-29,6,6,20,6
2020-07-30,10,10,17,10
2020-07-31,9,9,20,9
2020-08-01,10,10,21,10
2020-08-02,12,12,21,12
2020-08-03,12,12,21,12
2020-08-04,13,13,24,13
2020-08-05,10,11,29,10
2020-08-06,12,12,24,12
2020-08-07,13,13,25,13
2020-08-08,14,16,30,14
2020-08-09,6,8,26,6
2020-08-10,9,12,27,9
2020-08-11,8,10,28,8
2020-08-12,10,11,23,10
2020-08-13,8,13,25,8
2020-08-14,10,18,25,10
2020-08-15,7,12,31,7
2020-08-16,6,8,27,6
2020-08-17,14,22,39,14
2020-08-18,7,11,37,7
2020-08-19,14,24,51,14
2020-08-20,10,16,44,10
2020-08-21,8,15,51,8
2020-08-22,4,14,44,4
2020-08-23,4,8,34,4
2020-08-24,2,4,24,2
2020-08-25,NA,5,23,NA
