date,observed,estimate,upper,lower,type
2020-03-01,8,8,8,8,srag
2020-03-02,8,8,8,8,srag
2020-03-03,8,8,8,8,srag
2020-03-04,8,8,8,8,srag
2020-03-05,9,9,9,9,srag
2020-03-06,10,10,10,10,srag
2020-03-07,11,11,11,11,srag
2020-03-08,13,13,13,13,srag
2020-03-09,15,15,15,15,srag
2020-03-10,13,13,13,13,srag
2020-03-11,13,13,13,13,srag
2020-03-12,15,15,15,15,srag
2020-03-13,15,15,15,15,srag
2020-03-14,14,14,14,14,srag
2020-03-15,13,13,13,13,srag
2020-03-16,19,19,19,19,srag
2020-03-17,19,19,19,19,srag
2020-03-18,27,27,27,27,srag
2020-03-19,26,26,26,26,srag
2020-03-20,32,32,32,32,srag
2020-03-21,38,38,38,38,srag
2020-03-22,50,50,50,50,srag
2020-03-23,60,60,60,60,srag
2020-03-24,57,57,57,57,srag
2020-03-25,60,60,60,60,srag
2020-03-26,67,67,67,67,srag
2020-03-27,68,68,68,68,srag
2020-03-28,68,68,68,68,srag
2020-03-29,62,62,62,62,srag
2020-03-30,69,69,69,69,srag
2020-03-31,77,77,77,77,srag
2020-04-01,79,79,79,79,srag
2020-04-02,81,81,81,81,srag
2020-04-03,82,82,82,82,srag
2020-04-04,81,81,81,81,srag
2020-04-05,85,85,85,85,srag
2020-04-06,93,93,93,93,srag
2020-04-07,94,94,94,94,srag
2020-04-08,88,88,88,88,srag
2020-04-09,77,77,77,77,srag
2020-04-10,74,74,74,74,srag
2020-04-11,75,75,75,75,srag
2020-04-12,75,75,75,75,srag
2020-04-13,74,74,74,74,srag
2020-04-14,73,73,73,73,srag
2020-04-15,78,78,78,78,srag
2020-04-16,79,79,79,79,srag
2020-04-17,79,79,79,79,srag
2020-04-18,82,82,82,82,srag
2020-04-19,81,81,81,81,srag
2020-04-20,82,82,82,82,srag
2020-04-21,88,88,88,88,srag
2020-04-22,91,91,91,91,srag
2020-04-23,90,90,90,90,srag
2020-04-24,87,87,87,87,srag
2020-04-25,80,80,80,80,srag
2020-04-26,80,80,80,80,srag
2020-04-27,77,77,77,77,srag
2020-04-28,79,79,79,79,srag
2020-04-29,79,79,79,79,srag
2020-04-30,78,78,78,78,srag
2020-05-01,78,78,78,78,srag
2020-05-02,76,76,76,76,srag
2020-05-03,75,75,75,75,srag
2020-05-04,81,81,81,81,srag
2020-05-05,77,77,77,77,srag
2020-05-06,72,72,72,72,srag
2020-05-07,67,67,67,67,srag
2020-05-08,69,69,69,69,srag
2020-05-09,65,65,65,65,srag
2020-05-10,69,69,69,69,srag
2020-05-11,75,75,75,75,srag
2020-05-12,80,80,80,80,srag
2020-05-13,86,86,86,86,srag
2020-05-14,104,104,104,104,srag
2020-05-15,111,111,111,111,srag
2020-05-16,110,110,110,110,srag
2020-05-17,106,106,106,106,srag
2020-05-18,112,112,112,112,srag
2020-05-19,111,111,111,111,srag
2020-05-20,108,108,108,108,srag
2020-05-21,111,111,111,111,srag
2020-05-22,117,117,117,117,srag
2020-05-23,111,111,111,111,srag
2020-05-24,114,114,114,114,srag
2020-05-25,123,123,123,123,srag
2020-05-26,116,116,116,116,srag
2020-05-27,119,119,119,119,srag
2020-05-28,115,115,115,115,srag
2020-05-29,109,109,109,109,srag
2020-05-30,116,116,116,116,srag
2020-05-31,117,117,117,117,srag
2020-06-01,131,131,131,131,srag
2020-06-02,134,134,134,134,srag
2020-06-03,135,135,135,135,srag
2020-06-04,129,129,129,129,srag
2020-06-05,122,122,122,122,srag
2020-06-06,121,121,121,121,srag
2020-06-07,126,126,126,126,srag
2020-06-08,140,140,140,140,srag
2020-06-09,140,140,140,140,srag
2020-06-10,144,144,144,144,srag
2020-06-11,145,145,145,145,srag
2020-06-12,143,143,143,143,srag
2020-06-13,149,149,149,149,srag
2020-06-14,139,139,139,139,srag
2020-06-15,139,139,139,139,srag
2020-06-16,132,132,132,132,srag
2020-06-17,131,131,131,131,srag
2020-06-18,135,135,135,135,srag
2020-06-19,130,130,130,130,srag
2020-06-20,139,139,139,139,srag
2020-06-21,140,140,140,140,srag
2020-06-22,146,146,146,146,srag
2020-06-23,146,146,146,146,srag
2020-06-24,147,147,147,147,srag
2020-06-25,157,157,157,157,srag
2020-06-26,156,156,156,156,srag
2020-06-27,154,154,154,154,srag
2020-06-28,156,156,156,156,srag
2020-06-29,167,167,167,167,srag
2020-06-30,166,166,166,166,srag
2020-07-01,162,162,162,162,srag
2020-07-02,163,163,163,163,srag
2020-07-03,168,168,168,168,srag
2020-07-04,169,169,169,169,srag
2020-07-05,178,178,178,178,srag
2020-07-06,187,187,187,187,srag
2020-07-07,188,188,188,188,srag
2020-07-08,203,203,203,203,srag
2020-07-09,207,207,207,207,srag
2020-07-10,206,206,206,206,srag
2020-07-11,195,195,195,195,srag
2020-07-12,203,203,203,203,srag
2020-07-13,216,216,216,216,srag
2020-07-14,215,215,215,215,srag
2020-07-15,227,227,227,227,srag
2020-07-16,218,218,218,218,srag
2020-07-17,209,209,209,209,srag
2020-07-18,204,204,204,204,srag
2020-07-19,201,201,201,201,srag
2020-07-20,207,207,207,207,srag
2020-07-21,200,200,200,200,srag
2020-07-22,214,214,214,214,srag
2020-07-23,216,216,216,216,srag
2020-07-24,220,220,220,220,srag
2020-07-25,218,218,218,218,srag
2020-07-26,211,211,211,211,srag
2020-07-27,228,228,228,228,srag
2020-07-28,220,220,220,220,srag
2020-07-29,218,218,218,218,srag
2020-07-30,223,223,223,223,srag
2020-07-31,230,230,230,230,srag
2020-08-01,220,220,221,220,srag
2020-08-02,225,225,230,225,srag
2020-08-03,231,231,238,231,srag
2020-08-04,245,245,253,245,srag
2020-08-05,234,234,245,234,srag
2020-08-06,227,227,243,227,srag
2020-08-07,229,229,245,229,srag
2020-08-08,230,230,250,230,srag
2020-08-09,232,232,256,232,srag
2020-08-10,241,241,266,241,srag
2020-08-11,235,235,264,235,srag
2020-08-12,242,242,275,242,srag
2020-08-13,240,240,276,240,srag
2020-08-14,234,234,273,234,srag
2020-08-15,242,242,283,242,srag
2020-08-16,242,242,285,242,srag
2020-08-17,252,252,292,252,srag
2020-08-18,248,248,296,248,srag
2020-08-19,264,264,322,264,srag
2020-08-20,272,272,335,272,srag
2020-08-21,266,266,337,266,srag
2020-08-22,269,269,342,269,srag
2020-08-23,268,268,339,268,srag
2020-08-24,274,274,345,274,srag
2020-08-25,273,273,352,273,srag
2020-08-26,264,264,346,264,srag
2020-08-27,270,270,357,270,srag
2020-08-28,279,279,373,279,srag
2020-08-29,275,276,374,275,srag
2020-08-30,277,278,390,277,srag
2020-08-31,296,299,417,296,srag
2020-09-01,284,291,421,284,srag
2020-09-02,271,283,414,271,srag
2020-09-03,266,281,417,266,srag
2020-09-04,256,275,422,256,srag
2020-09-05,243,267,429,243,srag
2020-09-06,250,286,453,250,srag
