"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,1,NA,1,NA,NA,NA
2020-03-22,20,NA,20,NA,NA,NA
2020-03-29,3,NA,3,NA,NA,NA
2020-04-05,6,NA,6,NA,NA,NA
2020-04-12,3,NA,3,NA,NA,NA
2020-04-19,5,NA,5,NA,NA,NA
2020-04-26,4,NA,4,NA,NA,NA
2020-05-03,4,NA,4,NA,NA,NA
2020-05-10,4,NA,4,NA,NA,NA
2020-05-17,10,NA,10,NA,NA,NA
2020-05-24,14,NA,14,NA,NA,NA
2020-05-31,11,NA,11,NA,NA,NA
2020-06-07,14,NA,14,NA,NA,NA
2020-06-14,28,NA,28,NA,NA,NA
2020-06-21,18,NA,18,NA,NA,NA
2020-06-28,29,NA,29,NA,NA,NA
2020-07-05,28,NA,28,NA,NA,NA
2020-07-12,34,NA,34,NA,NA,NA
2020-07-19,27,NA,27,NA,NA,NA
2020-07-26,34,NA,34,NA,NA,NA
2020-08-02,51,NA,51,NA,NA,NA
2020-08-09,29,NA,29,NA,NA,NA
2020-08-16,40,NA,40,NA,NA,NA
2020-08-23,20,NA,20,NA,NA,NA
2020-08-30,22,NA,22,NA,NA,NA
2020-09-06,24,NA,24,NA,NA,NA
2020-09-13,25,NA,25,NA,NA,NA
2020-09-20,28,NA,28,NA,NA,NA
2020-09-27,23,NA,23,NA,NA,NA
2020-10-04,31,NA,31,NA,NA,NA
2020-10-11,24,NA,24,NA,NA,NA
2020-10-18,20,NA,20,NA,NA,NA
2020-10-25,12,NA,12,NA,NA,NA
2020-11-01,17,NA,17,NA,NA,NA
2020-11-08,10,NA,10,NA,NA,NA
2020-11-15,15,NA,15,NA,NA,NA
2020-11-22,17,NA,17,NA,NA,NA
2020-11-29,23,NA,23,NA,NA,NA
2020-12-06,14,NA,14,NA,NA,NA
2020-12-13,15,NA,15,NA,NA,NA
2020-12-20,13,NA,13,NA,NA,NA
2020-12-27,15,NA,15,NA,NA,NA
2021-01-03,21,NA,21,NA,NA,NA
2021-01-10,17,NA,17,NA,NA,NA
2021-01-17,21,NA,21,NA,NA,NA
2021-01-24,18,NA,18,NA,NA,NA
2021-01-31,13,NA,13,NA,NA,NA
2021-02-07,18,NA,18,NA,NA,NA
2021-02-14,17,NA,17,NA,NA,NA
2021-02-21,32,NA,32,NA,NA,NA
2021-02-28,51,NA,51,NA,NA,NA
2021-03-07,66,NA,66,NA,NA,NA
2021-03-14,NA,86,86,NA,86,87
2021-03-21,NA,67,67,NA,67,69
2021-03-28,NA,50,50,NA,50,52
2021-04-04,NA,28,28,NA,28,30
2021-04-11,NA,31,31,NA,31,34
2021-04-18,NA,22,22,NA,21,25
2021-04-25,NA,17,17,NA,14,21
2021-05-02,NA,31,31,NA,22,45
2021-05-09,NA,41,41,NA,20,101.025
