date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,0,0,0,0,covid
2020-03-19,0,0,0,0,covid
2020-03-20,0,0,0,0,covid
2020-03-21,1,1,1,1,covid
2020-03-22,2,2,2,2,covid
2020-03-23,1,1,1,1,covid
2020-03-24,4,4,4,4,covid
2020-03-25,4,4,4,4,covid
2020-03-26,5,5,5,5,covid
2020-03-27,5,5,5,5,covid
2020-03-28,6,6,6,6,covid
2020-03-29,6,6,6,6,covid
2020-03-30,6,6,6,6,covid
2020-03-31,6,6,6,6,covid
2020-04-01,5,5,5,5,covid
2020-04-02,5,5,5,5,covid
2020-04-03,5,5,5,5,covid
2020-04-04,5,5,5,5,covid
2020-04-05,5,5,5,5,covid
2020-04-06,4,4,4,4,covid
2020-04-07,4,4,4,4,covid
2020-04-08,5,5,5,5,covid
2020-04-09,5,5,5,5,covid
2020-04-10,4,4,4,4,covid
2020-04-11,4,4,4,4,covid
2020-04-12,3,3,3,3,covid
2020-04-13,3,3,3,3,covid
2020-04-14,4,4,4,4,covid
2020-04-15,5,5,5,5,covid
2020-04-16,6,6,6,6,covid
2020-04-17,5,5,5,5,covid
2020-04-18,5,5,5,5,covid
2020-04-19,5,5,5,5,covid
2020-04-20,5,5,5,5,covid
2020-04-21,5,5,5,5,covid
2020-04-22,5,5,5,5,covid
2020-04-23,7,7,7,7,covid
2020-04-24,7,7,7,7,covid
2020-04-25,6,6,6,6,covid
2020-04-26,6,6,6,6,covid
2020-04-27,6,6,6,6,covid
2020-04-28,6,6,6,6,covid
2020-04-29,9,9,9,9,covid
2020-04-30,10,10,10,10,covid
2020-05-01,12,12,12,12,covid
2020-05-02,9,9,9,9,covid
2020-05-03,9,9,9,9,covid
2020-05-04,9,9,9,9,covid
2020-05-05,9,9,9,9,covid
2020-05-06,8,8,8,8,covid
2020-05-07,8,8,8,8,covid
2020-05-08,8,8,8,8,covid
2020-05-09,10,10,10,10,covid
2020-05-10,12,12,12,12,covid
2020-05-11,12,12,12,12,covid
2020-05-12,8,8,8,8,covid
2020-05-13,5,5,5,5,covid
2020-05-14,5,5,5,5,covid
2020-05-15,5,5,5,5,covid
2020-05-16,5,5,5,5,covid
2020-05-17,4,4,4,4,covid
2020-05-18,6,6,6,6,covid
2020-05-19,5,5,5,5,covid
2020-05-20,5,5,5,5,covid
2020-05-21,6,6,6,6,covid
2020-05-22,6,6,6,6,covid
2020-05-23,7,7,7,7,covid
2020-05-24,9,9,9,9,covid
2020-05-25,9,9,9,9,covid
2020-05-26,8,8,8,8,covid
2020-05-27,7,7,7,7,covid
2020-05-28,6,6,6,6,covid
2020-05-29,7,7,7,7,covid
2020-05-30,8,8,8,8,covid
2020-05-31,9,9,9,9,covid
2020-06-01,8,8,8,8,covid
2020-06-02,10,10,10,10,covid
2020-06-03,11,11,11,11,covid
2020-06-04,11,11,11,11,covid
2020-06-05,11,11,11,11,covid
2020-06-06,11,11,11,11,covid
2020-06-07,14,14,14,14,covid
2020-06-08,13,13,13,13,covid
2020-06-09,17,17,17,17,covid
2020-06-10,23,23,23,23,covid
2020-06-11,22,22,22,22,covid
2020-06-12,19,19,19,19,covid
2020-06-13,21,21,21,21,covid
2020-06-14,21,21,21,21,covid
2020-06-15,23,23,23,23,covid
2020-06-16,24,24,24,24,covid
2020-06-17,22,22,22,22,covid
2020-06-18,22,22,22,22,covid
2020-06-19,20,20,20,20,covid
2020-06-20,19,19,19,19,covid
2020-06-21,18,18,18,18,covid
2020-06-22,21,21,21,21,covid
2020-06-23,21,21,21,21,covid
2020-06-24,23,23,23,23,covid
2020-06-25,23,23,23,23,covid
2020-06-26,22,22,22,22,covid
2020-06-27,22,22,22,22,covid
2020-06-28,22,22,22,22,covid
2020-06-29,26,26,26,26,covid
2020-06-30,24,24,24,24,covid
2020-07-01,26,26,26,26,covid
2020-07-02,26,26,26,26,covid
2020-07-03,29,29,29,29,covid
2020-07-04,32,32,32,32,covid
2020-07-05,29,29,29,29,covid
2020-07-06,32,32,32,32,covid
2020-07-07,31,31,31,31,covid
2020-07-08,31,31,31,31,covid
2020-07-09,33,33,33,33,covid
2020-07-10,32,32,32,32,covid
2020-07-11,37,37,37,37,covid
2020-07-12,39,39,40,39,covid
2020-07-13,42,42,43,42,covid
2020-07-14,47,47,48,47,covid
2020-07-15,46,46,47,46,covid
2020-07-16,50,50,51,50,covid
2020-07-17,54,54,56,54,covid
2020-07-18,49,49,51,49,covid
2020-07-19,46,46,49,46,covid
2020-07-20,48,48,51,48,covid
2020-07-21,51,51,55,51,covid
2020-07-22,50,50,54,50,covid
2020-07-23,50,50,56,50,covid
2020-07-24,56,56,61,56,covid
2020-07-25,57,57,63,57,covid
2020-07-26,57,57,63,57,covid
2020-07-27,55,55,63,55,covid
2020-07-28,51,51,59,51,covid
2020-07-29,54,54,65,54,covid
2020-07-30,56,56,70,56,covid
2020-07-31,55,55,72,55,covid
2020-08-01,54,54,76,54,covid
2020-08-02,55,55,79,55,covid
2020-08-03,57,58,79,57,covid
2020-08-04,54,55,86,54,covid
2020-08-05,55,57,86,55,covid
2020-08-06,53,55,89,53,covid
2020-08-07,53,59,98,53,covid
2020-08-08,52,59,101,52,covid
2020-08-09,50,58,107,50,covid
2020-08-10,51,64,117,51,covid
2020-03-01,1,1,1,1,srag
2020-03-02,1,1,1,1,srag
2020-03-03,2,2,2,2,srag
2020-03-04,2,2,2,2,srag
2020-03-05,3,3,3,3,srag
2020-03-06,4,4,4,4,srag
2020-03-07,4,4,4,4,srag
2020-03-08,4,4,4,4,srag
2020-03-09,5,5,5,5,srag
2020-03-10,5,5,5,5,srag
2020-03-11,5,5,5,5,srag
2020-03-12,5,5,5,5,srag
2020-03-13,5,5,5,5,srag
2020-03-14,7,7,7,7,srag
2020-03-15,8,8,8,8,srag
2020-03-16,7,7,7,7,srag
2020-03-17,9,9,9,9,srag
2020-03-18,10,10,10,10,srag
2020-03-19,11,11,11,11,srag
2020-03-20,12,12,12,12,srag
2020-03-21,15,15,15,15,srag
2020-03-22,16,16,16,16,srag
2020-03-23,16,16,16,16,srag
2020-03-24,16,16,16,16,srag
2020-03-25,15,15,15,15,srag
2020-03-26,18,18,18,18,srag
2020-03-27,21,21,21,21,srag
2020-03-28,21,21,21,21,srag
2020-03-29,19,19,19,19,srag
2020-03-30,20,20,20,20,srag
2020-03-31,20,20,20,20,srag
2020-04-01,21,21,21,21,srag
2020-04-02,21,21,21,21,srag
2020-04-03,21,21,21,21,srag
2020-04-04,23,23,23,23,srag
2020-04-05,22,22,22,22,srag
2020-04-06,23,23,23,23,srag
2020-04-07,26,26,26,26,srag
2020-04-08,27,27,27,27,srag
2020-04-09,23,23,23,23,srag
2020-04-10,24,24,24,24,srag
2020-04-11,24,24,24,24,srag
2020-04-12,20,20,20,20,srag
2020-04-13,23,23,23,23,srag
2020-04-14,25,25,25,25,srag
2020-04-15,27,27,27,27,srag
2020-04-16,32,32,32,32,srag
2020-04-17,27,27,27,27,srag
2020-04-18,29,29,29,29,srag
2020-04-19,28,28,28,28,srag
2020-04-20,30,30,30,30,srag
2020-04-21,28,28,28,28,srag
2020-04-22,31,31,31,31,srag
2020-04-23,28,28,28,28,srag
2020-04-24,27,27,27,27,srag
2020-04-25,25,25,25,25,srag
2020-04-26,27,27,27,27,srag
2020-04-27,27,27,27,27,srag
2020-04-28,24,24,24,24,srag
2020-04-29,25,25,25,25,srag
2020-04-30,28,28,28,28,srag
2020-05-01,30,30,30,30,srag
2020-05-02,25,25,25,25,srag
2020-05-03,28,28,28,28,srag
2020-05-04,32,32,32,32,srag
2020-05-05,33,33,33,33,srag
2020-05-06,34,34,34,34,srag
2020-05-07,33,33,33,33,srag
2020-05-08,33,33,33,33,srag
2020-05-09,36,36,36,36,srag
2020-05-10,37,37,37,37,srag
2020-05-11,36,36,36,36,srag
2020-05-12,33,33,33,33,srag
2020-05-13,30,30,30,30,srag
2020-05-14,33,33,33,33,srag
2020-05-15,29,29,29,29,srag
2020-05-16,24,24,24,24,srag
2020-05-17,23,23,23,23,srag
2020-05-18,27,27,27,27,srag
2020-05-19,22,22,22,22,srag
2020-05-20,22,22,22,22,srag
2020-05-21,23,23,23,23,srag
2020-05-22,26,26,26,26,srag
2020-05-23,24,24,24,24,srag
2020-05-24,30,30,30,30,srag
2020-05-25,31,31,31,31,srag
2020-05-26,29,29,29,29,srag
2020-05-27,25,25,25,25,srag
2020-05-28,21,21,21,21,srag
2020-05-29,23,23,23,23,srag
2020-05-30,23,23,23,23,srag
2020-05-31,26,26,26,26,srag
2020-06-01,27,27,27,27,srag
2020-06-02,28,28,28,28,srag
2020-06-03,28,28,28,28,srag
2020-06-04,28,28,28,28,srag
2020-06-05,29,29,29,29,srag
2020-06-06,26,26,26,26,srag
2020-06-07,31,31,31,31,srag
2020-06-08,29,29,29,29,srag
2020-06-09,37,37,37,37,srag
2020-06-10,42,42,42,42,srag
2020-06-11,40,40,40,40,srag
2020-06-12,38,38,38,38,srag
2020-06-13,40,40,40,40,srag
2020-06-14,39,39,39,39,srag
